File Number,Rarity Score,Position
1963,1001.33,1383
1688,1001.2,1384
4768,1001.11,1385
4914,1000.99,1386
5747,1000.7,1387
6374,1000.6,1388
4476,1000.44,1389
591,1000.12,1390
5561,1000.11,1391
3994,998.92,1392
3672,998.71,1393
4860,998.42,1394
1260,997.64,1395
5263,997.59,1396
3421,996.97,1397
1887,996.85,1398
5936,996.85,1399
1966,996.6,1400
3283,996.52,1401
4884,996.42,1402
4938,996.08,1403
347,995.98,1404
6015,995.2,1405
5992,995.02,1406
4716,994.64,1407
1731,994.38,1408
2998,994.3,1409
2682,993.97,1410
387,993.79,1411
1283,993.71,1412
1471,993.68,1413
4772,993.65,1414
2150,992.35,1415
1242,991.71,1416
2434,991.52,1417
3623,990.88,1418
2553,990.8,1419
186,990.68,1420
3,990.12,1421
5207,990.08,1422
6485,990.05,1423
6041,989.97,1424
5820,989.91,1425
3887,989.9,1426
3753,989.83,1427
833,989.55,1428
5885,989.55,1429
2601,989.41,1430
5218,989.36,1431
3330,988.98,1432
3100,988.51,1433
1416,987.98,1434
3674,987.93,1435
2401,987.21,1436
5868,986.98,1437
4036,986.88,1438
1837,986.79,1439
4604,986.31,1440
1807,986.19,1441
5493,986.17,1442
1857,986.16,1443
2039,985.87,1444
4665,985.84,1445
16,985.62,1446
4742,985.5,1447
358,984.48,1448
1044,983.96,1449
5482,983.61,1450
6587,983.57,1451
6099,983.18,1452
4174,983.17,1453
2106,983.09,1454
91,983.09,1455
3616,983,1456
1108,982.92,1457
6662,982.89,1458
3874,982.12,1459
4576,982.08,1460
5165,981.94,1461
190,981.43,1462
5051,981.42,1463
4139,981.18,1464
2973,980.7,1465
2806,980.7,1466
659,980.3,1467
6070,980.2,1468
4662,980.09,1469
117,979.89,1470
1657,979.58,1471
6417,978.89,1472
6176,978.3,1473
894,978.06,1474
5485,977.96,1475
812,977.89,1476
4620,977.44,1477
4564,976.94,1478
5932,976.61,1479
4226,976.42,1480
1959,976.41,1481
6016,975.71,1482
4845,975.66,1483
2098,975.51,1484
2605,974.54,1485
3554,974.34,1486
2534,974.16,1487
6653,973.77,1488
2027,973.23,1489
440,973.22,1490
4237,972.73,1491
6240,972.68,1492
3668,972.61,1493
4456,972.42,1494
6506,972.21,1495
1637,971.69,1496
5221,970.65,1497
3152,970.63,1498
2734,970.24,1499
2005,970.19,1500
5383,970.01,1501
5697,969.9,1502
2857,969.55,1503
4107,968.72,1504
3399,968.69,1505
728,968.45,1506
727,968.43,1507
5982,968.4,1508
5381,968.25,1509
4908,967.86,1510
229,967.63,1511
5070,967.39,1512
4626,967.37,1513
4423,966.95,1514
5186,966.87,1515
5362,966.58,1516
3948,966.57,1517
5687,965.85,1518
403,965.73,1519
4337,965.54,1520
5630,965.52,1521
5265,965.43,1522
4365,965.15,1523
2265,964.99,1524
1016,964.91,1525
2519,964.72,1526
3510,964.56,1527
5969,964.5,1528
1732,964.32,1529
120,964.26,1530
2037,963.99,1531
3631,963.69,1532
5812,963.21,1533
2629,963.17,1534
4572,962.83,1535
1720,962.31,1536
5168,962.3,1537
1745,962.21,1538
950,961.96,1539
2844,961.67,1540
296,961.54,1541
1340,961.26,1542
1711,961.16,1543
3646,960.95,1544
897,960.91,1545
6157,960.91,1546
3440,960.61,1547
4666,960.59,1548
3184,960.56,1549
2343,960.46,1550
5802,960.29,1551
1018,960.13,1552
6072,959.25,1553
2328,959.02,1554
1043,958.67,1555
4207,958.66,1556
4935,958.61,1557
3618,957.81,1558
5586,957.73,1559
4688,957.67,1560
2859,957.29,1561
71,956.94,1562
2317,956.88,1563
2272,956.59,1564
1778,955.95,1565
2740,955.93,1566
3558,955.93,1567
3163,955.84,1568
4598,955.76,1569
5276,955.25,1570
5887,954.7,1571
4911,954.63,1572
5379,954.29,1573
2768,954.24,1574
3492,953.95,1575
4155,953.92,1576
2145,953.84,1577
1315,953.8,1578
5350,953.64,1579
6593,953.41,1580
1712,953.24,1581
3910,953.11,1582
286,952.24,1583
717,952.22,1584
2373,952.06,1585
5683,951.92,1586
4168,951.88,1587
1881,951.85,1588
2554,951.53,1589
5814,951.44,1590
4909,951.3,1591
2809,951.27,1592
4951,950.7,1593
1871,949.37,1594
6332,949.32,1595
1728,949.17,1596
301,948.93,1597
4535,948.62,1598
5019,948.62,1599
2223,948.37,1600
1113,948.19,1601
5516,948.18,1602
561,948.06,1603
2365,947.79,1604
3782,947.69,1605
5358,947.46,1606
6073,947.29,1607
3655,947.02,1608
4082,946.95,1609
3875,946.81,1610
4670,946.7,1611
5140,946.43,1612
3799,946.41,1613
1591,946.14,1614
5848,945.72,1615
3050,945.41,1616
2248,945.21,1617
3831,944.51,1618
3540,944.19,1619
6275,943.97,1620
5483,943.84,1621
3727,943.7,1622
5839,943.7,1623
1353,943.44,1624
4697,943.27,1625
4906,943.03,1626
3102,943,1627
2604,942.91,1628
4805,942.41,1629
6180,942.37,1630
2788,942.26,1631
2186,942.14,1632
787,942.03,1633
2181,941.91,1634
3296,941.84,1635
5817,941.77,1636
2929,941.61,1637
5373,941.42,1638
662,940.62,1639
4726,940.59,1640
4437,940.34,1641
6583,939.89,1642
311,939.71,1643
2619,939.58,1644
3590,939.49,1645
3493,939.4,1646
5840,939.08,1647
6025,939.08,1648
4522,938.93,1649
4047,938.81,1650
3943,938.56,1651
93,938.33,1652
3213,938.2,1653
2215,937.69,1654
956,937.68,1655
3087,937.17,1656
3417,936.89,1657
664,936.89,1658
409,936.86,1659
1369,936.56,1660
3382,936.34,1661
6309,936.18,1662
115,935.9,1663
2212,935.7,1664
665,935.64,1665
4236,935.27,1666
6571,935.06,1667
2874,934.89,1668
266,934.65,1669
4318,934.57,1670
3177,933.98,1671
6666,933.89,1672
6060,933.58,1673
4794,933.5,1674
3731,933.47,1675
274,933.26,1676
4230,933.15,1677
3289,933.09,1678
3843,932.91,1679
3969,932.71,1680
6606,932.62,1681
685,932.59,1682
2247,932.47,1683
603,932.34,1684
1609,932.06,1685
5251,931.07,1686
413,931,1687
1475,930.86,1688
3636,930.59,1689
3274,930.44,1690
1535,930.43,1691
2780,929.93,1692
328,929.54,1693
2772,929.54,1694
843,929.53,1695
916,929.37,1696
3457,928.98,1697
5287,928.94,1698
676,928.79,1699
2059,928.67,1700
1469,928.66,1701
4541,928.02,1702
3027,927.95,1703
3310,927.9,1704
4548,927.75,1705
3346,927.64,1706
3021,927.44,1707
4919,927.38,1708
1533,927.31,1709
4820,926.74,1710
985,926.62,1711
4839,926.43,1712
1896,926.43,1713
4044,926.34,1714
6226,926.3,1715
4607,925.92,1716
1356,925.7,1717
1243,925.61,1718
4349,925.52,1719
6140,925.49,1720
3371,925.39,1721
1205,925.12,1722
902,924.88,1723
4889,924.85,1724
6521,924.6,1725
1192,924.55,1726
6251,924.25,1727
1389,924.18,1728
1861,924.07,1729
469,924.06,1730
5387,923.62,1731
3286,923.29,1732
1325,923.22,1733
943,923.19,1734
4326,922.94,1735
3065,922.48,1736
46,922.25,1737
3896,921.93,1738
219,921.74,1739
5993,921.67,1740
2898,921.53,1741
2954,921.48,1742
3432,921.41,1743
3235,920.65,1744
3585,920.57,1745
4835,920.5,1746
1996,919.98,1747
6006,919.74,1748
1357,919.72,1749
406,919.54,1750
2856,919.48,1751
788,919.4,1752
5671,919.2,1753
336,919.16,1754
5407,919.04,1755
3797,918.88,1756
6427,918.88,1757
4040,918.86,1758
5811,918.82,1759
6453,918.76,1760
2069,918.27,1761
5570,918.25,1762
6659,918.17,1763
6144,918.17,1764
824,917.9,1765
2982,917.14,1766
1289,917.07,1767
2021,917,1768
1489,916.84,1769
2376,916.61,1770
5615,916.27,1771
3638,916.14,1772
1978,915.81,1773
1735,915.7,1774
2967,915.68,1775
1216,915.56,1776
6127,915.21,1777
5181,914.99,1778
5701,914.51,1779
4757,914.29,1780
69,914.16,1781
5861,913.8,1782
132,913.71,1783
5794,913.64,1784
5797,913.59,1785
3057,913.35,1786
1866,912.29,1787
2518,912.1,1788
248,912.09,1789
5319,911.86,1790
2625,911.66,1791
5108,911.42,1792
3530,911.06,1793
737,911.01,1794
3692,910.95,1795
5304,910.81,1796
3485,910.64,1797
768,910.48,1798
2284,910.04,1799
2127,910,1800
6184,909.93,1801
5804,909.82,1802
435,909.78,1803
3139,909.76,1804
928,909.46,1805
2422,909.44,1806
6497,909.21,1807
2136,909.19,1808
2062,908.99,1809
4948,908.83,1810
4750,908.75,1811
6536,908.61,1812
519,908.54,1813
948,908.52,1814
2875,908.39,1815
3195,908.15,1816
774,907.85,1817
2951,907.72,1818
1011,907.64,1819
1017,907.44,1820
1594,907.43,1821
6165,907.33,1822
6255,907.3,1823
3867,907.26,1824
6646,906.89,1825
90,906.66,1826
4010,906.19,1827
1641,906.14,1828
2177,906.09,1829
2147,906,1830
4138,905.41,1831
4485,905.4,1832
1257,905.09,1833
218,905.05,1834
2579,904.95,1835
3873,904.9,1836
2333,904.81,1837
6188,904.76,1838
5153,904.68,1839
764,904.58,1840
4252,904.43,1841
6206,904.19,1842
1990,903.61,1843
3519,903.02,1844
4506,902.82,1845
3144,902.74,1846
6241,902.74,1847
4091,902.62,1848
1157,902.41,1849
2424,902.39,1850
5878,902.36,1851
6539,902.33,1852
3575,902.29,1853
1281,902.27,1854
5855,901.81,1855
98,901.24,1856
575,901.2,1857
1575,900.86,1858
2307,900.69,1859
5731,900.34,1860
3167,900.14,1861
2044,900.1,1862
2513,899.92,1863
2386,899.75,1864
1988,899.42,1865
6496,899.31,1866
3939,899.04,1867
1514,898.98,1868
4678,898.47,1869
1119,898.09,1870
6637,897.91,1871
353,897.85,1872
196,897.69,1873
3032,897.66,1874
1823,897.34,1875
667,897.2,1876
5492,897.1,1877
1568,897.07,1878
6065,897.01,1879
835,896.97,1880
6363,896.91,1881
1787,896.85,1882
5177,896.85,1883
5393,896.8,1884
6063,896.74,1885
4586,896.67,1886
1684,896.61,1887
213,896.58,1888
3187,896.02,1889
6304,895.92,1890
2733,895.36,1891
227,894.85,1892
4603,894.83,1893
1970,894.74,1894
6652,894.45,1895
2999,894.28,1896
4965,894.11,1897
4985,893.97,1898
5507,893.96,1899
3009,893.89,1900
4221,893.89,1901
3972,893.59,1902
1053,893.43,1903
4898,893.3,1904
5338,893.24,1905
1586,893.16,1906
2410,892.96,1907
2655,892.82,1908
5487,892.75,1909
708,892.1,1910
5783,892.08,1911
3059,891.71,1912
4390,891.49,1913
5198,891.2,1914
5613,891.06,1915
2905,890.87,1916
3545,890.8,1917
2402,890.77,1918
23,890.48,1919
4964,890.38,1920
4319,890.34,1921
548,890.08,1922
683,889.82,1923
6428,889.57,1924
6375,889.54,1925
4663,889.17,1926
2074,889.04,1927
888,888.82,1928
5790,888.7,1929
6390,888.55,1930
4747,888.5,1931
4698,888.31,1932
5449,887.95,1933
1713,887.91,1934
4153,887.87,1935
3349,887.66,1936
927,887.56,1937
3094,887.48,1938
277,887.46,1939
6441,887.43,1940
4507,886.54,1941
3771,886.52,1942
79,886.48,1943
3611,886.46,1944
3845,886.07,1945
1863,886.06,1946
2690,886.05,1947
5413,886,1948
1328,885.9,1949
1811,885.8,1950
5363,885.8,1951
5931,885.78,1952
2414,885.72,1953
1107,885.68,1954
1814,885.66,1955
44,885.59,1956
6516,885.42,1957
2808,885.25,1958
975,884.96,1959
1130,884.62,1960
2185,884.59,1961
152,884.47,1962
5744,884.19,1963
5987,883.99,1964
6052,883.89,1965
1946,883.29,1966
3075,883.27,1967
1559,883.1,1968
4152,882.5,1969
6487,882.22,1970
4491,882.1,1971
1838,882.06,1972
5283,881.95,1973
3169,881.9,1974
1874,881.72,1975
3437,881.5,1976
3483,881.44,1977
3812,881.26,1978
2211,881.22,1979
2064,881.16,1980
1907,881.1,1981
4746,881.08,1982
1191,881.05,1983
742,881.02,1984
4781,880.78,1985
320,880.63,1986
6544,880.43,1987
1517,880.26,1988
5064,880.04,1989
5533,879.97,1990
542,879.91,1991
5245,879.84,1992
1892,879.82,1993
1490,879.68,1994
5253,879.61,1995
3469,879.43,1996
1754,879.01,1997
3985,878.83,1998
6075,878.8,1999
6000,878.62,2000
3010,878.6,2001
1354,878.56,2002
5998,878.5,2003
5669,877.82,2004
2698,877.74,2005
37,877.74,2006
2325,877.55,2007
5006,877.31,2008
5821,877.28,2009
2538,877.12,2010
1960,876.85,2011
5418,876.82,2012
4120,876.7,2013
6600,876.39,2014
203,876.23,2015
1210,876.13,2016
724,875.93,2017
1212,875.69,2018
1755,875.5,2019
2593,875.07,2020
305,875,2021
2724,874.96,2022
5010,874.91,2023
740,874.88,2024
6572,874.65,2025
1905,874.62,2026
1729,874.6,2027
1596,874.47,2028
5976,874.44,2029
280,874.23,2030
292,873.77,2031
5612,873.76,2032
5274,873.57,2033
1698,873.51,2034
5539,873.18,2035
5958,872.97,2036
3534,872.93,2037
3116,872.92,2038
808,872.91,2039
5550,872.73,2040
829,872.71,2041
5031,872.6,2042
2914,872.2,2043
1305,872.05,2044
3081,871.88,2045
3598,871.68,2046
3271,871.41,2047
2452,871.1,2048
4446,870.64,2049
3117,870.64,2050
6159,870.51,2051
2431,870.34,2052
3593,870.25,2053
6194,870.22,2054
104,870,2055
1058,869.72,2056
2846,869.55,2057
5538,869.16,2058
1298,869.05,2059
1290,868.8,2060
88,868.78,2061
4130,868.75,2062
5416,868.65,2063
971,868.42,2064
2345,868.12,2065
4289,868.12,2066
1686,868.02,2067
1363,867.98,2068
4639,867.92,2069
2116,867.86,2070
4434,867.86,2071
2050,867.76,2072
5777,867.69,2073
5899,867.58,2074
993,867.49,2075
2489,867.45,2076
1825,867.28,2077
478,867.08,2078
3841,866.79,2079
2205,866.61,2080
1523,866.6,2081
3466,866.53,2082
2850,866.33,2083
820,866.32,2084
2361,866.29,2085
5388,866.27,2086
1338,866.04,2087
4779,865.86,2088
5933,865.78,2089
2281,865.3,2090
1828,865.21,2091
187,865.02,2092
4789,864.9,2093
1629,864.73,2094
2902,864.69,2095
4364,864.38,2096
3375,863.98,2097
5652,863.79,2098
3314,863.73,2099
2824,863.71,2100
656,863.68,2101
3806,863.39,2102
5708,863.31,2103
5864,863.21,2104
658,863.13,2105
34,862.86,2106
3945,862.78,2107
6638,862.52,2108
2861,862.4,2109
612,862.32,2110
1154,862.22,2111
4904,862.19,2112
1297,862.1,2113
2318,861.13,2114
4014,860.76,2115
2500,860.14,2116
4323,860.01,2117
5620,859.94,2118
6297,859.49,2119
2894,859.18,2120
2207,859.09,2121
5261,858.95,2122
6215,858.53,2123
5524,858.47,2124
4359,858.27,2125
830,858.02,2126
4421,857.78,2127
399,857.57,2128
1449,857.47,2129
316,857.24,2130
4071,857.05,2131
6289,856.96,2132
3749,856.87,2133
1139,856.65,2134
3487,856.52,2135
2702,856.51,2136
6451,856.45,2137
5124,856.42,2138
4181,856.38,2139
4783,855.95,2140
3370,855.94,2141
4046,855.87,2142
2838,855.85,2143
335,855.81,2144
3647,855.78,2145
4503,855.71,2146
257,855.46,2147
6115,855.45,2148
4126,855.36,2149
908,855.22,2150
2453,855.19,2151
4682,855.15,2152
3858,854.99,2153
3205,854.93,2154
6020,854.86,2155
45,854.28,2156
6535,854.26,2157
2645,854.22,2158
4542,854.05,2159
6386,853.98,2160
3871,853.83,2161
3218,853.69,2162
2068,853.63,2163
1643,853.46,2164
4415,853.4,2165
3245,852.92,2166
592,852.43,2167
3752,852.28,2168
2395,852.12,2169
3334,852.07,2170
4001,851.59,2171
2003,851.55,2172
359,851.45,2173
3268,851.31,2174
5002,851.28,2175
2091,851.11,2176
5946,850.78,2177
1151,850.76,2178
6459,850.34,2179
1531,850.26,2180
1890,850.1,2181
4796,849.78,2182
641,849.67,2183
2949,849.41,2184
3128,849.3,2185
1264,848.97,2186
562,848.96,2187
2319,848.72,2188
1832,848.57,2189
1895,848.53,2190
6537,848.48,2191
4870,847.93,2192
5323,847.43,2193
521,847.4,2194
2095,846.94,2195
4217,846.86,2196
3446,846.84,2197
2656,846.77,2198
6365,846.59,2199
6172,846.25,2200
102,846.18,2201
3934,845.74,2202
1541,845.46,2203
6329,845.45,2204
4310,845.41,2205
1497,845.17,2206
338,844.79,2207
5074,844.54,2208
6575,844.45,2209
5135,844.38,2210
590,844.34,2211
1971,844.26,2212
5537,844.18,2213
1864,844.16,2214
4195,844.1,2215
1431,843.98,2216
5645,843.84,2217
5644,843.77,2218
4621,843.65,2219
3933,843.47,2220
3136,843.45,2221
4213,843.32,2222
4039,843.24,2223
847,843.07,2224
2505,843.04,2225
4329,843.02,2226
3275,843.01,2227
5446,842.96,2228
3112,842.78,2229
4285,842.77,2230
631,842.77,2231
1951,842.63,2232
4918,842.54,2233
3444,842.51,2234
5034,842.43,2235
2551,842.37,2236
255,842.19,2237
4038,842.19,2238
789,842.18,2239
420,842.11,2240
395,842.04,2241
4637,841.95,2242
4393,841.92,2243
5041,841.65,2244
1024,841.53,2245
5838,841.31,2246
4220,841.17,2247
4191,841.11,2248
5193,841.11,2249
5360,841.04,2250
3946,840.81,2251
645,840.56,2252
6435,840.27,2253
2262,840.1,2254
3390,839.98,2255
2273,839.85,2256
1912,839.83,2257
4872,839.8,2258
4031,839.78,2259
4128,839.7,2260
5907,839.44,2261
4466,839.36,2262
1615,839.11,2263
1716,839.07,2264
4514,839.02,2265
2995,838.98,2266
1213,838.66,2267
4769,838.56,2268
3333,838.53,2269
4504,837.93,2270
3091,837.88,2271
2179,837.85,2272
6558,837.69,2273
5016,837.68,2274
164,837.45,2275
5497,837.31,2276
4203,837.28,2277
1692,837.25,2278
6547,837.14,2279
5396,837.11,2280
3697,837.04,2281
884,836.88,2282
1891,836.65,2283
2408,836.56,2284
3303,836.48,2285
226,836.31,2286
5204,836.27,2287
5326,836.21,2288
2997,836.15,2289
3892,835.89,2290
3092,835.75,2291
3998,835.62,2292
4229,835.52,2293
2277,835.4,2294
2242,835.05,2295
2484,834.8,2296
5173,834.5,2297
6158,834.34,2298
6510,834.25,2299
357,834.09,2300
1400,833.69,2301
2792,833.66,2302
4178,833.65,2303
2586,833.58,2304
3480,833.42,2305
1806,833.39,2306
6267,833.36,2307
3441,833.25,2308
4709,833.25,2309
5044,833.09,2310
303,833.05,2311
5220,833,2312
2753,832.98,2313
1955,832.86,2314
5123,832.72,2315
5222,832.64,2316
3566,832.58,2317
3720,832.47,2318
531,832.39,2319
2679,832.39,2320
2239,832.27,2321
4331,832.26,2322
370,831.94,2323
1399,831.82,2324
4636,831.81,2325
1933,831.61,2326
5939,831.25,2327
2915,831.2,2328
2840,831.16,2329
5133,830.89,2330
1842,830.87,2331
1539,830.84,2332
721,830.61,2333
5870,830.3,2334
3512,830.29,2335
2864,830.24,2336
2741,830.22,2337
6361,830.21,2338
5156,829.99,2339
6321,829.98,2340
1442,829.9,2341
4974,829.79,2342
1795,829.66,2343
5702,829.5,2344
1984,829.29,2345
4122,828.88,2346
2019,828.82,2347
5759,828.72,2348
2550,828.71,2349
4235,828.65,2350
3124,828.4,2351
4078,828.35,2352
317,828.14,2353
661,828.13,2354
3486,827.9,2355
1193,827.83,2356
493,827.62,2357
5990,827.56,2358
2243,827.47,2359
2482,827.43,2360
3505,827.38,2361
604,827.29,2362
5772,827.23,2363
1705,827.2,2364
2075,827.16,2365
5519,827.11,2366
3067,826.74,2367
5094,826.69,2368
5967,826.34,2369
6192,826.33,2370
2781,826.3,2371
4304,825.92,2372
6133,825.91,2373
2580,825.73,2374
5600,825.67,2375
313,825.59,2376
6639,825.44,2377
2123,825.17,2378
755,825.09,2379
5097,824.9,2380
4521,824.79,2381
4441,824.29,2382
4261,824.24,2383
4287,823.8,2384
5001,823.77,2385
3587,823.76,2386
6162,823.64,2387
1587,823.32,2388
323,822.96,2389
2622,822.95,2390
5208,822.53,2391
5488,822.4,2392
1226,822.38,2393
3894,821.93,2394
456,821.91,2395
4477,821.91,2396
1417,821.74,2397
5611,821.42,2398
5893,821.41,2399
1690,821.12,2400
1166,821.1,2401
3502,821.01,2402
5374,820.94,2403
2359,820.68,2404
5052,820.67,2405
6582,820.57,2406
5801,820.27,2407
5739,819.71,2408
1579,819.56,2409
5115,819.35,2410
739,819.12,2411
4622,818.99,2412
2584,818.94,2413
3689,818.55,2414
526,818.39,2415
2873,818.23,2416
931,818.07,2417
5748,818,2418
1150,817.86,2419
911,817.82,2420
6479,817.8,2421
2615,817.77,2422
5589,817.16,2423
260,817.04,2424
5968,816.92,2425
2900,816.89,2426
4661,816.39,2427
4547,816.37,2428
3835,816.3,2429
5829,816.06,2430
2433,816.02,2431
4804,815.97,2432
6492,815.82,2433
5282,815.62,2434
4448,815.55,2435
5205,815.23,2436
1936,815.07,2437
1019,814.97,2438
5327,814.87,2439
596,814.7,2440
1005,814.65,2441
4209,814.53,2442
4550,814.48,2443
2689,814.35,2444
2450,814.24,2445
6150,814.17,2446
288,814.16,2447
1070,814.07,2448
988,814.05,2449
1358,813.99,2450
1117,813.89,2451
5113,813.79,2452
2192,813.78,2453
2209,813.73,2454
3995,813.72,2455
4534,813.58,2456
3607,813.39,2457
516,813.11,2458
2695,813.05,2459
2751,812.71,2460
5598,812.63,2461
5046,812.26,2462
2673,812.03,2463
4502,811.83,2464
59,811.73,2465
1144,811.6,2466
2396,811.52,2467
6631,811.38,2468
875,811.33,2469
3728,811.09,2470
2045,811.08,2471
1961,810.74,2472
4440,810.68,2473
1345,810.29,2474
4792,810.24,2475
1280,810.15,2476
2066,809.98,2477
2516,809.67,2478
3702,809.55,2479
3223,808.93,2480
5583,808.9,2481
5978,808.76,2482
3379,808.65,2483
5966,808.35,2484
208,808.35,2485
3924,808.23,2486
3147,808.19,2487
5896,807.83,2488
4342,807.73,2489
1902,807.7,2490
3964,807.59,2491
1412,807.56,2492
4583,807.56,2493
1324,807.31,2494
438,807.28,2495
2447,807.17,2496
2174,807.15,2497
5566,806.97,2498
211,806.76,2499
5774,806.63,2500
3517,806.58,2501
6208,806.47,2502
933,806.22,2503
4623,806,2504
4879,805.86,2505
701,805.85,2506
3171,805.83,2507
1402,805.82,2508
2105,805.66,2509
1590,805.37,2510
1097,805.25,2511
3086,805.1,2512
5757,805.07,2513
4380,804.94,2514
6032,804.89,2515
3109,804.69,2516
4373,804.68,2517
4958,804.58,2518
4186,804.38,2519
4212,804.26,2520
2822,804.22,2521
915,804.1,2522
1669,803.8,2523
304,803.75,2524
6397,803.65,2525
1708,803.61,2526
3241,803.58,2527
5394,803.25,2528
2904,803.15,2529
535,802.92,2530
4765,802.72,2531
30,802.68,2532
5621,802.66,2533
4134,802.62,2534
6294,802.22,2535
6432,802.18,2536
1661,802.02,2537
467,801.71,2538
1329,801.24,2539
6244,801.2,2540
3760,801.09,2541
2934,801.08,2542
552,800.82,2543
2666,800.73,2544
1528,800.41,2545
1292,800.4,2546
1751,800.3,2547
1352,800.26,2548
4788,799.96,2549
1796,799.95,2550
2787,799.73,2551
4990,799.39,2552
1816,799.23,2553
715,799.03,2554
4952,798.89,2555
133,798.84,2556
6626,798.69,2557
2962,798.66,2558
6548,798.65,2559
2465,798.53,2560
5200,798.42,2561
5410,798.21,2562
4352,798.09,2563
1525,797.93,2564
1989,797.8,2565
144,797.77,2566
3247,797.74,2567
5552,797.64,2568
4660,797.51,2569
2334,797.33,2570
224,797.19,2571
6608,796.97,2572
4910,796.93,2573
1634,796.62,2574
6088,796.62,2575
6322,796.48,2576
4577,796.24,2577
3393,796.13,2578
6378,796.12,2579
3602,796.09,2580
1002,796.06,2581
1473,796.04,2582
654,796.02,2583
1850,795.8,2584
5603,795.66,2585
5238,795.62,2586
354,795.48,2587
3919,794.93,2588
6126,794.93,2589
4684,794.92,2590
1504,794.88,2591
6640,794.66,2592
2445,794.51,2593
3257,794.4,2594
1082,794.29,2595
3376,794.29,2596
3704,794.2,2597
907,794.17,2598
633,794.14,2599
2739,794.09,2600
1214,793.91,2601
4299,793.88,2602
3877,793.86,2603
1239,793.81,2604
5534,793.67,2605
1063,793.59,2606
2812,793.54,2607
2863,793.38,2608
3464,793.33,2609
4449,793.33,2610
3341,793.12,2611
3362,793.04,2612
2182,792.99,2613
382,792.76,2614
3039,792.71,2615
3367,792.64,2616
445,792.45,2617
4900,792.4,2618
2372,791.9,2619
5075,791.86,2620
5473,791.85,2621
6414,791.81,2622
185,791.66,2623
4154,791.47,2624
5302,791.4,2625
6519,791.38,2626
1443,791.12,2627
412,791.08,2628
6044,791.05,2629
5337,790.67,2630
2491,790.66,2631
6005,790.57,2632
2801,790.52,2633
1621,790.35,2634
4324,790.23,2635
5617,790.2,2636
42,790.19,2637
5139,789.9,2638
6517,789.67,2639
1051,789.6,2640
1785,789.44,2641
6406,789.37,2642
5891,789.33,2643
209,789.25,2644
5275,789.23,2645
2067,789.22,2646
2164,789.15,2647
1424,789.06,2648
4749,788.94,2649
4065,788.57,2650
854,788.53,2651
4187,788.35,2652
2126,788.29,2653
1942,787.42,2654
6594,787.38,2655
346,787.04,2656
3977,786.98,2657
4894,786.82,2658
520,786.67,2659
6312,786.41,2660
5450,786.32,2661
2767,786.2,2662
6436,786.15,2663
2560,785.93,2664
2032,785.93,2665
5654,785.92,2666
2051,785.88,2667
5841,785.86,2668
3459,785.71,2669
6559,785.59,2670
2124,785.57,2671
1165,785.48,2672
2719,785.36,2673
2842,785.32,2674
4388,785.23,2675
372,785.08,2676
4206,784.96,2677
4233,784.82,2678
2939,784.74,2679
4848,784.53,2680
6605,784.45,2681
3688,784.37,2682
2115,784.32,2683
6319,784.29,2684
272,783.84,2685
1463,783.36,2686
1169,783.26,2687
4109,783.05,2688
5481,782.98,2689
4403,782.93,2690
5970,782.92,2691
38,782.88,2692
6465,782.52,2693
3968,782.48,2694
1170,782.41,2695
1127,782.3,2696
3489,782.25,2697
4430,782.14,2698
2497,782.02,2699
4912,781.94,2700
5693,781.94,2701
1124,781.92,2702
609,781.85,2703
41,781.82,2704
4515,781.78,2705
5101,781.37,2706
2165,781.24,2707
904,781.17,2708
5782,781.01,2709
3695,780.99,2710
1118,780.93,2711
3105,780.93,2712
850,780.83,2713
3309,780.68,2714
2749,780.46,2715
5371,780.41,2716
1235,780.41,2717
6257,780.33,2718
602,780.3,2719
3882,780.19,2720
5414,780.13,2721
643,780.07,2722
725,780.01,2723
913,779.85,2724
6227,779.77,2725
6567,779.71,2726
2641,779.66,2727
506,779.58,2728
5626,779.54,2729
2778,779.48,2730
582,779.48,2731
3074,779.48,2732
4140,779.44,2733
5884,779.41,2734
4590,779.27,2735
1877,779.15,2736
929,779.05,2737
3790,778.98,2738
3034,778.5,2739
6346,778.45,2740
4635,778.35,2741
5099,778.23,2742
3264,777.99,2743
2149,777.89,2744
2681,777.86,2745
3673,777.83,2746
4088,777.74,2747
4264,777.74,2748
539,777.49,2749
2079,777.35,2750
3579,777.34,2751
1177,777.06,2752
860,776.88,2753
5752,776.84,2754
3773,776.76,2755
100,776.72,2756
1265,776.64,2757
6146,776.55,2758
5653,776.52,2759
4471,776.4,2760
4862,776.3,2761
5979,776.26,2762
1100,775.97,2763
1047,775.95,2764
2461,775.92,2765
3630,775.87,2766
3893,775.8,2767
924,775.63,2768
923,775.57,2769
5989,775.55,2770
4962,775.53,2771
4739,775.51,2772
568,775.46,2773
892,775.38,2774
1162,775.2,2775
2298,775.15,2776
671,774.96,2777
1765,774.96,2778
2566,774.88,2779
4858,774.62,2780
4293,774.52,2781
360,774.44,2782
1956,774.33,2783
2282,774.21,2784
2451,774.15,2785
5875,774.14,2786
3162,774.12,2787
1640,774.1,2788
2224,773.91,2789
3810,773.85,2790
4100,773.67,2791
4371,773.49,2792
5271,773.48,2793
1339,773.43,2794
4878,773.34,2795
4270,773.32,2796
4033,773.14,2797
1944,772.66,2798
2291,772.52,2799
4859,772.38,2800
6399,772.34,2801
5638,771.98,2802
6502,771.8,2803
